# الموجة الثالثة: كلُّ فهرسٍ غيرِ مشهودٍ تغطيتُه بين صفرٍ و98% — إعادةُ بناءٍ كاملة v2.1
3siri	hafs	https://server6.mp3quran.net/3siri/{surah:03d}.mp3	1
a_abdl	hafs	https://server16.mp3quran.net/a_abdl/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	1
deban_douri	douri	https://server16.mp3quran.net/deban/Rewayat-Aldori-A-n-Abi-Amr/{surah:03d}.mp3	1
a_alshahhat	hafs	https://server16.mp3quran.net/a_alshahhat/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	1
a_binaoun	hafs	https://server16.mp3quran.net/a_binaoun/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	1
a_albadr	hafs	https://server16.mp3quran.net/A-AlBadr/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	1
deban_shuba	shuba	https://server16.mp3quran.net/deban/Rewayat-Sho-bah-A-n-Asim/{surah:03d}.mp3	1
abkar	hafs	https://server6.mp3quran.net/abkr/{surah:03d}.mp3	1
a_alhazmi	hafs	https://server16.mp3quran.net/a_alhazmi/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	1
a_alemadi	hafs	https://server16.mp3quran.net/a_alemadi/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	1
kshidan_qalun	qalun	https://server16.mp3quran.net/i_kshidan/Rewayat-Qalon-A-n-Nafi/{surah:03d}.mp3	1
soufi_sousi	sousi	https://server16.mp3quran.net/soufi/Rewayat-Assosi-A-n-Abi-Amr/{surah:03d}.mp3	1
a_klb	hafs	https://server8.mp3quran.net/a_klb/{surah:03d}.mp3	1
benkirane_warsh	warsh	https://server16.mp3quran.net/A-Benkirane/Rewayat-Warsh-A-n-Nafi/{surah:03d}.mp3	1
bl3_warsh	warsh	https://server6.mp3quran.net/bl3/Rewayat-Warsh-A-n-Nafi/{surah:03d}.mp3	1
a_maasaraawi	hafs	https://server16.mp3quran.net/a_maasaraawi/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	1
husary_douri	douri	https://server13.mp3quran.net/husr/Rewayat-Aldori-A-n-Abi-Amr/{surah:03d}.mp3	1
m_sayed_warsh	warsh	https://server16.mp3quran.net/m_sayed/Rewayat-Warsh-A-n-Nafi/{surah:03d}.mp3	1
