# reciters_ci_wave4_tail.tsv — الموجة الرابعة (2026-09-02 مساءً).
# ⛔ المعيار: **لم يصل الدلو** (لا timings/ ولا timings-staging/، وبلا partial)،
#    مأخوذاً من **حالة الدلو لحظة التوليد** لا من قائمةٍ سابقة.
# غير المفهرس: 86 · وأُخذ من ذيله 16 ⇒ ثماني شرائح × قارئين.
# ⛔ العدد صغيرٌ عمداً: السقف عشرون خانة على الحساب كله، والتدقيق الصوتي
#    هو العنق — فموجةٌ تملأ السقف تحجب الأحكام التي تغذّيها الفهرسة نفسها.
# ⛔ والترتيب هو القسمة — لا يُعاد ترتيبه.
# ⛔ الرأس: qurashi · swlim · rashad — عُزلوا في الموجة السابقة بعطب
#    «seg json مفقود» وقد أُصلح في الشجرة الجديدة (4aaaccd + ab91a66)،
#    فإعادتهم إعادةُ تشغيلٍ لا إعادةَ محاولةٍ عمياء. (أمر github-f4)
# ⛔ وshaheen خارجها: عطبه ffmpeg 234 = **ملف مصدر معطوب**، لا يُصلحه
#    تشغيلٌ ثانٍ — يُترك لكنس e9 من مرآةٍ سليمة.
qurashi	hafs	https://server9.mp3quran.net/qurashi/{surah:03d}.mp3	4
swlim	hafs	https://server14.mp3quran.net/swlim/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
rashad	hafs	https://server10.mp3quran.net/rashad/{surah:03d}.mp3	4
zaml	hafs	https://server9.mp3quran.net/zaml/{surah:03d}.mp3	4
zaki	hafs	https://server9.mp3quran.net/zaki/{surah:03d}.mp3	4
zahrani	hafs	https://server9.mp3quran.net/zahrani/{surah:03d}.mp3	4
yousef	hafs	https://server9.mp3quran.net/yousef/{surah:03d}.mp3	4
yahya	hafs	https://server12.mp3quran.net/yahya/{surah:03d}.mp3	4
wdod	hafs	https://server8.mp3quran.net/wdod/{surah:03d}.mp3	4
wdee3	hafs	https://server6.mp3quran.net/wdee3/{surah:03d}.mp3	4
thubti	hafs	https://server6.mp3quran.net/thubti/{surah:03d}.mp3	4
tblawi	hafs	https://server12.mp3quran.net/tblawi/{surah:03d}.mp3	4
taher	hafs	https://server12.mp3quran.net/taher/{surah:03d}.mp3	4
shatri2	hafs	https://server11.mp3quran.net/shatri/{surah:03d}.mp3	4
shaksh	hafs	https://server10.mp3quran.net/shaksh/{surah:03d}.mp3	4
sayed	hafs	https://server12.mp3quran.net/sayed/{surah:03d}.mp3	4
salah_hashim_m	hafs	https://server12.mp3quran.net/salah_hashim_m/{surah:03d}.mp3	4
sahood	hafs	https://server8.mp3quran.net/sahood/{surah:03d}.mp3	4
