# reciters_qw_new2.tsv — ما بقي من موجة `reciters_qw_new.tsv` **بلا فهرسٍ ولا
# مرشَّح**: خمسةَ عشرَ قارئاً في ورشٍ وقالون، وهم أولويةُ المالك الأولى.
#
# ⛔ **ولماذا قائمةٌ جديدةٌ لا إعادةُ الأولى:** أحدَ عشرَ من قرّاء الأولى صاروا
#    **منشورين أو مرشّحين** (‏دورة 2026-09-09 ‏11:4x–13:4xZ)، وإعادةُ الملفّ
#    كما هو تُنفق شرائحَ على منجَزٍ — وهو عينُ ما وقع في `mrifai` (‏انظر
#    `prune_certified.py`). والقياسُ من الدلو: `timings/` و`timings-staging/`.
#
# ⛔ ولا تُنقَّح هذه القائمة وموجتُها جارية — `assign_shard.py` يحسب التوزيعَ
#    من الملفّ نفسِه، فحذفُ صفٍّ يزيح ما بعده.
maroush_qalun	qalun	https://archive.org/download/Kamal-Almaroush-Qalon/{surah:03d}.mp3	4
asali_warsh	warsh	https://archive.org/download/mohammad---3aref--al3asaly--by--warsh--mp3--full--mushaf--quran--114--sora---f/{surah:03d}.mp3	4
chahboun_warsh	warsh	https://archive.org/download/128--kb---altazy--mohammad--shahboon---by--rewayt--warsh--mp3--full--mushaf--q/ar_{surah:03d}_Tazi_Mohammed_Chahboun_Warsh.mp3	4
rakbawi_qalun	qalun	https://archive.org/download/128-kb---mo7ammad---ayyoob--alrakbawy---by--qaloon----mp3--full--mushaf--quran/{surah:03d}_.mp3	4
jelmam_qalun	qalun	https://archive.org/download/256--kb--ahmad--jelmam--by---qaloon----mp3--full--mushaf--quran--114--sora---/{surah:03d}.mp3	4
kentaoui_warsh	warsh	https://archive.org/download/128--kb---mohammad--alkentawy----by--rewayt--warsh--mp3--full--mushaf--quran--/ar_{surah:03d}_Mohammed_El_Kantaoui_Warsh.mp3	4
fakhfakh_qalun	qalun	https://archive.org/download/48--kb--alhady--bn--altaher--alfakhfakh--by---qaloon---mp3--full--mushaf--qura/	4
shaykhna_qalun	qalun	https://archive.org/download/4666666666666666666666666694696496433_gmail_002/	4
janaini_qalun	qalun	https://archive.org/download/Al-Quran_Qaloon_tilawat_Aljanaini/{surah:03d}.mp3	4
magdi_qalun	qalun	https://archive.org/download/Al-Quran_Qaloon_tilawat_Magdi_Salem/{surah:03d}.mp3	4
suhaim_qalun	qalun	https://archive.org/download/Al-Quran_Qaloon_tilawat_Mohammed_Sahim/{surah:03d}.mp3	4
gardeli_qalun	qalun	https://archive.org/download/Al-Quran_Qaloon_tilawat_Jawhar_Gardeli/{surah:03d}.mp3	4
noah_qalun	qalun	https://archive.org/download/Al-Quran_Qaloon_tilawat_Yousuf_Nooh_Ahmad/{surah:03d}.mp3	4
wahrani_warsh	warsh	https://archive.org/download/Al-Quran_tilawat_Mansour_Al-Wahrani/{surah:03d}.mp3	4
kholti_warsh	warsh	https://archive.org/download/Tilawa.org_002/{surah:03d}.mp3	4
