# reciters_ci.tsv — مشتقّة من tools/ci_fleet/reciters_from_fleet.tsv (github-b9، لقطة حيّة 2026-09-02)
# ⛔ status=free وحدها: الـwip يعمل عليه الأسطول الآن والـdone مرفوع — فهرستهما هدر وتصادم.
# ⛔ ومستثنيان فوق ذلك ولو ظهرا free: husary_qalun (مجمَّد — ممنوع الكتابة فوقه ولو في staging
#    لئلا يختلط الحكم) و husary_warsh (يبنيه github-1e يدوياً الآن).
# ⛔ الترتيب هنا هو ترتيب run_fleet (rows.sort بالأولوية: قالون 1 · ورش 2 · البصريان وشعبة 3 · حفص 4)
#    وهو نفسه القسمة i %% SHARDS — إعادة ترتيبه بين تشغيلين تجعل عاملين يفهرسان قارئاً وتترك آخر بلا أحد.
# ⚠️ wip تتغيّر كل ساعة: إن مضت ساعتان قبل الإطلاق فاطلب القائمة من b9 وأعد توليد هذا الملف.
# ⛔ القسمة بين الجبهتين (أمر المشرف github-f4، 2026-09-02): قائمة free الـ101
#    نصفان بترتيبها لا بفرزٍ جديد — النصف الأول 51 لجبهة GitHub Actions**
#    لـActions، و**النصف الثاني 50 لجبهة Cloud Run (github-7d): reciters_gcp.tsv.
#    وداخل كل نصف تبقى القسمة i %% SHARDS على ترتيبه.
mansor	hafs	https://server14.mp3quran.net/mansor/{surah:03d}.mp3	4
mhsny	hafs	https://server11.mp3quran.net/mhsny/{surah:03d}.mp3	4
mohna	hafs	https://server11.mp3quran.net/mohna/{surah:03d}.mp3	4
mohsin_harthi	hafs	https://server6.mp3quran.net/mohsin_harthi/{surah:03d}.mp3	4
mousa	hafs	https://server14.mp3quran.net/mousa/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
mrifai	hafs	https://server11.mp3quran.net/mrifai/{surah:03d}.mp3	4
muftah_sultany	hafs	https://server14.mp3quran.net/muftah_sultany/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
mukhtar_haj	hafs	https://server16.mp3quran.net/mukhtar_haj/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
mustafa	hafs	https://server8.mp3quran.net/mustafa/{surah:03d}.mp3	4
nabil	hafs	https://server9.mp3quran.net/nabil/{surah:03d}.mp3	4
namh	hafs	https://server8.mp3quran.net/namh/{surah:03d}.mp3	4
nasser_almajed	hafs	https://server14.mp3quran.net/nasser_almajed/{surah:03d}.mp3	4
nathier	hafs	https://server16.mp3quran.net//nathier/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
noah	hafs	https://server8.mp3quran.net/noah/{surah:03d}.mp3	4
nufais	hafs	https://server16.mp3quran.net/nufais/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
obk	hafs	https://server12.mp3quran.net/obk/{surah:03d}.mp3	4
peshawa	hafs	https://server16.mp3quran.net/peshawa/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
qasm	hafs	https://server8.mp3quran.net/qasm/{surah:03d}.mp3	4
qurashi	hafs	https://server9.mp3quran.net/qurashi/{surah:03d}.mp3	4
ra3ad	hafs	https://server8.mp3quran.net/ra3ad/{surah:03d}.mp3	4
rami	hafs	https://server6.mp3quran.net/rami/{surah:03d}.mp3	4
rashad	hafs	https://server10.mp3quran.net/rashad/{surah:03d}.mp3	4
ryan	hafs	https://server8.mp3quran.net/ryan/{surah:03d}.mp3	4
s_alquraishi	hafs	https://server16.mp3quran.net/s_alquraishi/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
s_hashemi	hafs	https://server16.mp3quran.net/s_hashemi/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
s_sadeiq	hafs	https://server16.mp3quran.net/s_sadeiq/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
saad	hafs	https://server16.mp3quran.net/saad/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
saber	hafs	https://server8.mp3quran.net/saber/{surah:03d}.mp3	4
sahood	hafs	https://server8.mp3quran.net/sahood/{surah:03d}.mp3	4
salah_hashim_m	hafs	https://server12.mp3quran.net/salah_hashim_m/{surah:03d}.mp3	4
sayed	hafs	https://server12.mp3quran.net/sayed/{surah:03d}.mp3	4
shah	hafs	https://server12.mp3quran.net/shah/{surah:03d}.mp3	4
shaheen	hafs	https://server16.mp3quran.net/shaheen/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
shaksh	hafs	https://server10.mp3quran.net/shaksh/{surah:03d}.mp3	4
shamrani	hafs	https://server16.mp3quran.net/shamrani/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
shatri2	hafs	https://server11.mp3quran.net/shatri/{surah:03d}.mp3	4
soufi	hafs	https://server16.mp3quran.net/soufi/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
swlim	hafs	https://server14.mp3quran.net/swlim/Rewayat-Hafs-A-n-Assem/{surah:03d}.mp3	4
taher	hafs	https://server12.mp3quran.net/taher/{surah:03d}.mp3	4
tblawi	hafs	https://server12.mp3quran.net/tblawi/{surah:03d}.mp3	4
thubti	hafs	https://server6.mp3quran.net/thubti/{surah:03d}.mp3	4
trabulsi	hafs	https://server10.mp3quran.net/trabulsi/{surah:03d}.mp3	4
twfeeq	hafs	https://server6.mp3quran.net/twfeeq/{surah:03d}.mp3	4
wdee3	hafs	https://server6.mp3quran.net/wdee3/{surah:03d}.mp3	4
wdod	hafs	https://server8.mp3quran.net/wdod/{surah:03d}.mp3	4
yahya	hafs	https://server12.mp3quran.net/yahya/{surah:03d}.mp3	4
yousef	hafs	https://server9.mp3quran.net/yousef/{surah:03d}.mp3	4
